Date,DayOfWeek,PdDistrict,new_cat_domestic,new_cat_drug,new_cat_kidnap,new_cat_others,new_cat_public,new_cat_sex,new_cat_suicide,new_cat_theft,sum_crime_district
10/08/2015,Thursday,SOUTHERN,2,0,0,6,19,0,0,39,66
10/08/2015,Thursday,TARAVAL,1,0,0,8,7,1,0,10,27
10/08/2015,Thursday,TENDERLOIN,0,0,0,4,7,0,0,9,20
10/08/2016,Saturday,BAYVIEW,1,2,1,6,17,0,0,9,36
10/08/2016,Saturday,CENTRAL,2,1,0,8,9,0,0,25,45
10/08/2016,Saturday,INGLESIDE,2,0,0,1,10,1,0,7,21
10/08/2016,Saturday,MISSION,2,2,0,7,26,2,0,29,68
10/08/2016,Saturday,NORTHERN,1,4,0,7,11,0,0,30,53
10/08/2016,Saturday,PARK,2,1,0,1,7,1,0,11,23
10/08/2016,Saturday,RICHMOND,0,1,0,4,7,0,0,14,26
10/08/2016,Saturday,SOUTHERN,0,1,0,8,28,0,0,38,75
10/08/2016,Saturday,TARAVAL,2,1,0,6,7,0,0,22,38
10/08/2016,Saturday,TENDERLOIN,0,4,0,6,8,0,0,11,29
10/08/2017,Sunday,BAYVIEW,0,0,0,2,11,0,0,22,35
10/08/2017,Sunday,CENTRAL,0,0,0,3,19,0,0,25,47
10/08/2017,Sunday,INGLESIDE,1,1,0,5,11,0,0,9,27
10/08/2017,Sunday,MISSION,0,0,0,5,23,0,0,24,52
10/08/2017,Sunday,NORTHERN,0,1,0,8,18,0,0,41,68
10/08/2017,Sunday,PARK,1,0,0,4,3,0,0,12,20
10/08/2017,Sunday,RICHMOND,0,1,0,5,5,0,0,19,30
10/08/2017,Sunday,SOUTHERN,1,1,0,5,14,1,0,36,58
10/08/2017,Sunday,TARAVAL,2,0,0,1,10,0,0,8,21
10/08/2017,Sunday,TENDERLOIN,0,2,0,1,4,0,0,7,14
10/09/2012,Tuesday,BAYVIEW,1,0,0,3,13,0,0,9,26
10/09/2012,Tuesday,CENTRAL,0,0,0,5,5,0,0,19,29
10/09/2012,Tuesday,INGLESIDE,2,1,0,5,8,0,0,11,27
10/09/2012,Tuesday,MISSION,2,3,1,5,11,0,0,24,46
10/09/2012,Tuesday,NORTHERN,0,0,0,1,11,1,0,21,34
10/09/2012,Tuesday,PARK,0,0,0,1,4,0,0,15,20
10/09/2012,Tuesday,RICHMOND,0,0,0,4,2,0,0,9,15
10/09/2012,Tuesday,SOUTHERN,3,2,0,10,13,0,0,17,45
10/09/2012,Tuesday,TARAVAL,1,2,0,5,9,0,0,7,24
10/09/2012,Tuesday,TENDERLOIN,0,1,0,6,12,0,0,13,32
10/09/2013,Wednesday,BAYVIEW,1,3,0,5,7,0,0,15,31
10/09/2013,Wednesday,CENTRAL,0,1,0,3,10,0,0,18,32
10/09/2013,Wednesday,INGLESIDE,2,0,0,9,9,0,0,10,30
10/09/2013,Wednesday,MISSION,0,2,1,9,15,2,1,19,49
10/09/2013,Wednesday,NORTHERN,2,2,0,4,7,2,0,30,47
10/09/2013,Wednesday,PARK,0,2,0,3,9,0,0,19,33
10/09/2013,Wednesday,RICHMOND,0,0,0,2,1,0,0,10,13
10/09/2013,Wednesday,SOUTHERN,1,0,0,7,17,1,0,37,63
10/09/2013,Wednesday,TARAVAL,0,2,0,5,5,0,0,10,22
10/09/2013,Wednesday,TENDERLOIN,0,3,1,8,12,0,0,10,34
10/09/2014,Thursday,BAYVIEW,2,0,0,11,8,0,0,10,31
10/09/2014,Thursday,CENTRAL,0,0,0,4,5,0,0,24,33
10/09/2014,Thursday,INGLESIDE,2,1,0,9,4,0,0,22,38
10/09/2014,Thursday,MISSION,0,1,1,6,18,1,0,20,47
10/09/2014,Thursday,NORTHERN,1,1,0,8,7,0,0,42,59
10/09/2014,Thursday,PARK,5,0,0,7,6,0,0,9,27
10/09/2014,Thursday,RICHMOND,0,1,0,0,4,0,0,3,8
10/09/2014,Thursday,SOUTHERN,2,2,0,7,18,0,0,36,65
10/09/2014,Thursday,TARAVAL,2,2,0,4,3,0,0,12,23
10/09/2014,Thursday,TENDERLOIN,0,5,1,7,12,0,0,14,39
10/09/2015,Friday,BAYVIEW,0,2,1,7,15,0,0,5,30
10/09/2015,Friday,CENTRAL,0,0,0,6,5,0,0,29,40
10/09/2015,Friday,INGLESIDE,0,0,0,4,9,1,0,16,30
10/09/2015,Friday,MISSION,2,3,0,7,18,0,0,16,46
10/09/2015,Friday,NORTHERN,1,0,0,9,16,0,0,33,59
10/09/2015,Friday,PARK,3,0,0,1,4,0,0,7,15
10/09/2015,Friday,RICHMOND,0,0,0,2,5,1,0,9,17
10/09/2015,Friday,SOUTHERN,1,2,1,5,22,0,0,37,68
10/09/2015,Friday,TARAVAL,1,0,0,4,12,0,0,13,30
10/09/2015,Friday,TENDERLOIN,0,1,0,1,2,0,0,17,21
10/09/2016,Sunday,BAYVIEW,0,0,0,9,13,1,0,17,40
10/09/2016,Sunday,CENTRAL,3,0,0,1,10,1,1,21,37
10/09/2016,Sunday,INGLESIDE,0,0,0,9,10,0,0,7,26
10/09/2016,Sunday,MISSION,1,4,0,9,26,1,0,27,68
10/09/2016,Sunday,NORTHERN,0,1,0,3,18,0,0,23,45
10/09/2016,Sunday,PARK,0,0,0,1,5,0,0,6,12
10/09/2016,Sunday,RICHMOND,0,0,0,0,1,0,0,15,16
10/09/2016,Sunday,SOUTHERN,0,1,0,12,17,0,0,19,49
10/09/2016,Sunday,TARAVAL,0,0,0,6,9,0,0,11,26
10/09/2016,Sunday,TENDERLOIN,0,5,0,0,6,0,0,8,19
10/09/2017,Monday,BAYVIEW,0,0,0,4,18,0,0,20,42
10/09/2017,Monday,CENTRAL,0,0,0,2,12,0,0,20,34
10/09/2017,Monday,INGLESIDE,0,1,0,4,6,0,0,9,20
10/09/2017,Monday,MISSION,0,0,0,4,15,0,0,18,37
10/09/2017,Monday,NORTHERN,0,1,0,4,10,0,0,39,54
10/09/2017,Monday,PARK,2,0,0,4,2,0,0,8,16
10/09/2017,Monday,RICHMOND,0,0,0,3,3,1,0,14,21
10/09/2017,Monday,SOUTHERN,0,1,0,4,18,0,0,36,59
10/09/2017,Monday,TARAVAL,2,0,0,2,5,1,0,11,21
10/09/2017,Monday,TENDERLOIN,0,2,0,5,9,0,0,12,28
10/10/2012,Wednesday,BAYVIEW,2,3,0,3,11,0,0,7,26
10/10/2012,Wednesday,CENTRAL,1,0,0,6,6,0,0,17,30
10/10/2012,Wednesday,INGLESIDE,2,0,0,5,10,0,0,12,29
10/10/2012,Wednesday,MISSION,0,1,0,9,17,0,0,17,44
10/10/2012,Wednesday,NORTHERN,0,1,0,9,13,0,0,23,46
10/10/2012,Wednesday,PARK,1,4,0,6,14,0,0,7,32
10/10/2012,Wednesday,RICHMOND,1,0,0,5,5,0,0,6,17
10/10/2012,Wednesday,SOUTHERN,1,0,0,8,20,0,0,26,55
10/10/2012,Wednesday,TARAVAL,0,3,0,4,6,2,0,10,25
10/10/2012,Wednesday,TENDERLOIN,0,2,0,4,16,1,0,6,29
10/10/2013,Thursday,BAYVIEW,0,1,0,5,9,0,0,14,29
10/10/2013,Thursday,CENTRAL,1,1,0,3,5,1,0,20,31
10/10/2013,Thursday,INGLESIDE,1,1,0,5,7,0,0,15,29
10/10/2013,Thursday,MISSION,3,3,0,7,10,1,0,20,44
10/10/2013,Thursday,NORTHERN,0,4,0,7,7,2,0,22,42
10/10/2013,Thursday,PARK,2,1,0,0,2,0,0,8,13
10/10/2013,Thursday,RICHMOND,0,0,0,5,5,1,0,10,21
10/10/2013,Thursday,SOUTHERN,4,3,0,9,26,0,0,36,78
10/10/2013,Thursday,TARAVAL,1,1,0,3,6,0,0,14,25
10/10/2013,Thursday,TENDERLOIN,0,5,0,4,11,0,0,11,31
10/10/2014,Friday,BAYVIEW,1,1,0,8,5,0,0,8,23
10/10/2014,Friday,CENTRAL,2,1,0,1,10,1,0,29,44
10/10/2014,Friday,INGLESIDE,2,0,0,4,11,1,0,22,40
10/10/2014,Friday,MISSION,6,3,0,8,12,0,0,10,39
10/10/2014,Friday,NORTHERN,1,1,0,4,7,0,0,43,56
10/10/2014,Friday,PARK,2,0,0,3,4,0,0,18,27
10/10/2014,Friday,RICHMOND,0,0,0,4,3,0,0,11,18
10/10/2014,Friday,SOUTHERN,2,0,0,9,18,1,1,38,69
10/10/2014,Friday,TARAVAL,2,0,0,2,9,0,0,11,24
10/10/2014,Friday,TENDERLOIN,1,1,0,6,9,0,0,6,23
10/10/2015,Saturday,BAYVIEW,1,2,0,8,12,1,0,21,45
10/10/2015,Saturday,CENTRAL,1,0,0,9,18,0,0,30,58
10/10/2015,Saturday,INGLESIDE,3,1,0,5,15,0,0,7,31
10/10/2015,Saturday,MISSION,3,2,0,3,14,0,0,16,38
10/10/2015,Saturday,NORTHERN,0,2,0,8,16,0,0,31,57
10/10/2015,Saturday,PARK,2,4,0,0,4,0,0,15,25
10/10/2015,Saturday,RICHMOND,0,0,0,4,5,0,0,7,16
10/10/2015,Saturday,SOUTHERN,0,1,0,10,13,0,0,45,69
10/10/2015,Saturday,TARAVAL,0,1,0,9,14,0,0,10,34
10/10/2015,Saturday,TENDERLOIN,0,1,0,4,4,0,0,9,18
10/10/2016,Monday,BAYVIEW,0,2,0,15,10,0,0,14,41
10/10/2016,Monday,CENTRAL,2,1,0,2,14,0,0,17,36
10/10/2016,Monday,INGLESIDE,0,0,0,5,7,0,0,8,20
10/10/2016,Monday,MISSION,3,1,0,7,21,2,0,31,65
10/10/2016,Monday,NORTHERN,0,4,0,16,16,0,0,30,66
10/10/2016,Monday,PARK,0,0,0,5,4,1,0,6,16
10/10/2016,Monday,RICHMOND,0,0,0,5,3,0,0,12,20
10/10/2016,Monday,SOUTHERN,0,2,0,15,17,0,0,26,60
10/10/2016,Monday,TARAVAL,1,0,0,4,10,0,0,7,22
10/10/2016,Monday,TENDERLOIN,0,6,0,7,11,0,0,5,29
10/10/2017,Tuesday,BAYVIEW,4,0,0,7,5,0,0,13,29
10/10/2017,Tuesday,CENTRAL,0,0,0,2,14,1,0,29,46
10/10/2017,Tuesday,INGLESIDE,0,1,1,7,8,0,0,9,26
10/10/2017,Tuesday,MISSION,0,1,0,8,19,1,0,23,52
10/10/2017,Tuesday,NORTHERN,1,2,0,4,9,1,0,29,46
10/10/2017,Tuesday,PARK,0,0,0,4,1,0,0,8,13
10/10/2017,Tuesday,RICHMOND,0,1,0,2,1,0,0,14,18
10/10/2017,Tuesday,SOUTHERN,1,1,1,2,29,1,0,42,77
10/10/2017,Tuesday,TARAVAL,3,0,0,2,10,1,0,6,22
10/10/2017,Tuesday,TENDERLOIN,0,0,0,6,9,0,0,3,18
10/11/2012,Thursday,BAYVIEW,4,0,0,13,9,0,0,10,36
10/11/2012,Thursday,CENTRAL,1,0,0,1,8,0,0,31,41
10/11/2012,Thursday,INGLESIDE,0,0,0,3,4,0,0,8,15
10/11/2012,Thursday,MISSION,2,1,0,3,4,0,0,9,19
10/11/2012,Thursday,NORTHERN,3,1,0,8,7,0,0,20,39
10/11/2012,Thursday,PARK,0,3,0,2,3,0,0,10,18
10/11/2012,Thursday,RICHMOND,0,1,0,0,2,0,0,8,11
10/11/2012,Thursday,SOUTHERN,2,2,0,4,12,1,0,29,50
10/11/2012,Thursday,TARAVAL,0,2,0,6,2,0,0,10,20
10/11/2012,Thursday,TENDERLOIN,1,5,0,6,5,0,0,10,27
10/11/2013,Friday,BAYVIEW,1,1,0,8,10,0,0,24,44
10/11/2013,Friday,CENTRAL,0,0,0,5,6,0,1,23,35
10/11/2013,Friday,INGLESIDE,5,2,0,7,8,0,0,16,38
10/11/2013,Friday,MISSION,2,0,1,5,16,0,0,15,39
10/11/2013,Friday,NORTHERN,1,1,0,4,8,0,0,22,36
10/11/2013,Friday,PARK,1,4,0,2,4,0,0,10,21
10/11/2013,Friday,RICHMOND,0,2,0,4,5,0,0,12,23
10/11/2013,Friday,SOUTHERN,1,5,0,11,22,0,0,36,75
10/11/2013,Friday,TARAVAL,0,1,0,9,6,0,0,21,37
10/11/2013,Friday,TENDERLOIN,0,3,0,3,5,0,0,7,18
10/11/2014,Saturday,BAYVIEW,3,1,0,11,13,0,0,13,41
10/11/2014,Saturday,CENTRAL,0,1,0,8,17,1,0,44,71
10/11/2014,Saturday,INGLESIDE,1,0,2,11,14,0,0,24,52
10/11/2014,Saturday,MISSION,1,2,0,6,10,1,0,11,31
10/11/2014,Saturday,NORTHERN,1,0,0,5,7,0,0,38,51
10/11/2014,Saturday,PARK,0,0,1,1,2,1,0,14,19
10/11/2014,Saturday,RICHMOND,0,0,0,2,3,0,0,6,11
10/11/2014,Saturday,SOUTHERN,2,2,1,11,21,1,0,69,107
10/11/2014,Saturday,TARAVAL,2,1,0,6,8,0,0,10,27
10/11/2014,Saturday,TENDERLOIN,0,2,0,5,7,0,0,9,23
10/11/2015,Sunday,BAYVIEW,2,1,0,5,12,0,0,11,31
10/11/2015,Sunday,CENTRAL,1,0,0,4,12,0,0,22,39
10/11/2015,Sunday,INGLESIDE,6,0,1,3,8,0,0,7,25
10/11/2015,Sunday,MISSION,1,3,0,5,18,0,0,20,47
10/11/2015,Sunday,NORTHERN,1,0,0,6,15,0,1,21,44
10/11/2015,Sunday,PARK,1,3,0,2,4,0,0,12,22
10/11/2015,Sunday,RICHMOND,2,0,0,7,9,0,0,7,25
10/11/2015,Sunday,SOUTHERN,6,2,0,3,9,1,1,16,38
10/11/2015,Sunday,TARAVAL,1,0,0,8,3,0,0,10,22
10/11/2015,Sunday,TENDERLOIN,0,1,0,1,3,1,0,5,11
10/11/2016,Tuesday,BAYVIEW,1,1,0,6,10,0,0,12,30
10/11/2016,Tuesday,CENTRAL,4,0,0,5,8,1,0,16,34
10/11/2016,Tuesday,INGLESIDE,1,1,0,4,6,0,0,16,28
10/11/2016,Tuesday,MISSION,2,3,0,6,15,0,0,19,45
10/11/2016,Tuesday,NORTHERN,1,0,0,9,9,0,0,25,44
10/11/2016,Tuesday,PARK,2,0,1,4,6,0,0,10,23
10/11/2016,Tuesday,RICHMOND,1,0,0,4,6,0,0,6,17
10/11/2016,Tuesday,SOUTHERN,1,0,0,7,20,0,0,21,49
10/11/2016,Tuesday,TARAVAL,2,0,0,11,8,1,0,11,33
10/11/2016,Tuesday,TENDERLOIN,0,1,0,2,5,0,0,8,16
10/11/2017,Wednesday,BAYVIEW,0,1,0,7,12,0,0,14,34
10/11/2017,Wednesday,CENTRAL,1,0,0,3,9,0,0,36,49
10/11/2017,Wednesday,INGLESIDE,0,0,0,6,9,0,0,14,29
10/11/2017,Wednesday,MISSION,1,0,0,6,12,4,0,25,48
10/11/2017,Wednesday,NORTHERN,0,1,0,0,8,0,0,36,45
10/11/2017,Wednesday,PARK,1,0,0,1,3,0,0,9,14
10/11/2017,Wednesday,RICHMOND,0,1,0,4,4,0,0,16,25
10/11/2017,Wednesday,SOUTHERN,1,1,0,9,17,0,0,35,63
10/11/2017,Wednesday,TARAVAL,2,0,0,4,9,0,0,11,26
10/11/2017,Wednesday,TENDERLOIN,0,1,0,1,5,0,0,6,13
10/12/2012,Friday,BAYVIEW,6,1,0,9,9,0,0,11,36
10/12/2012,Friday,CENTRAL,0,0,0,6,5,1,0,23,35
10/12/2012,Friday,INGLESIDE,0,1,0,8,10,0,0,13,32
10/12/2012,Friday,MISSION,0,4,0,11,16,2,0,23,56
10/12/2012,Friday,NORTHERN,1,3,0,5,8,1,0,28,46
10/12/2012,Friday,PARK,2,2,0,2,3,0,0,10,19
10/12/2012,Friday,RICHMOND,2,0,0,5,5,0,0,11,23
10/12/2012,Friday,SOUTHERN,1,1,0,5,12,0,0,31,50
10/12/2012,Friday,TARAVAL,0,2,0,5,9,1,1,13,31
10/12/2012,Friday,TENDERLOIN,0,3,0,3,5,0,0,11,22
10/12/2013,Saturday,BAYVIEW,2,1,0,4,11,0,0,8,26
10/12/2013,Saturday,CENTRAL,0,0,0,3,5,0,0,21,29
10/12/2013,Saturday,INGLESIDE,0,0,0,2,4,0,0,9,15
10/12/2013,Saturday,MISSION,2,4,1,6,10,1,0,13,37
10/12/2013,Saturday,NORTHERN,0,2,0,4,6,0,0,22,34
10/12/2013,Saturday,PARK,0,0,0,1,4,0,0,11,16
10/12/2013,Saturday,RICHMOND,0,0,0,1,7,0,0,9,17
10/12/2013,Saturday,SOUTHERN,1,1,0,4,18,0,0,33,57
10/12/2013,Saturday,TARAVAL,2,0,0,5,5,0,0,13,25
10/12/2013,Saturday,TENDERLOIN,0,2,0,2,8,1,0,11,24
10/12/2014,Sunday,BAYVIEW,1,2,0,5,9,0,0,22,39
10/12/2014,Sunday,CENTRAL,1,1,0,1,8,0,0,25,36
10/12/2014,Sunday,INGLESIDE,0,0,0,6,8,0,0,17,31
10/12/2014,Sunday,MISSION,1,3,1,10,12,0,0,12,39
10/12/2014,Sunday,NORTHERN,1,1,0,7,9,0,0,39,57
10/12/2014,Sunday,PARK,1,0,0,1,1,0,0,15,18
10/12/2014,Sunday,RICHMOND,0,0,0,1,1,0,0,3,5
10/12/2014,Sunday,SOUTHERN,1,2,0,6,20,0,0,36,65
10/12/2014,Sunday,TARAVAL,0,0,0,3,4,0,0,9,16
10/12/2014,Sunday,TENDERLOIN,1,1,1,7,9,2,0,10,31
10/12/2015,Monday,BAYVIEW,0,0,0,10,16,0,0,8,34
10/12/2015,Monday,CENTRAL,1,0,0,4,10,0,0,14,29
10/12/2015,Monday,INGLESIDE,0,0,0,5,12,0,0,8,25
10/12/2015,Monday,MISSION,1,0,0,6,8,0,0,21,36
10/12/2015,Monday,NORTHERN,0,4,1,4,8,1,0,20,38
10/12/2015,Monday,PARK,1,0,0,5,4,0,0,3,13
10/12/2015,Monday,RICHMOND,1,0,0,5,8,1,0,13,28
10/12/2015,Monday,SOUTHERN,1,2,0,10,17,0,0,25,55
10/12/2015,Monday,TARAVAL,2,0,0,7,4,0,0,11,24
10/12/2015,Monday,TENDERLOIN,0,3,0,5,5,1,0,9,23
10/12/2016,Wednesday,BAYVIEW,8,1,0,6,12,0,0,12,39
10/12/2016,Wednesday,CENTRAL,0,0,0,3,9,0,0,15,27
10/12/2016,Wednesday,INGLESIDE,0,0,0,6,10,0,0,14,30
10/12/2016,Wednesday,MISSION,0,4,0,8,23,0,0,17,52
10/12/2016,Wednesday,NORTHERN,2,0,0,8,14,0,0,25,49
10/12/2016,Wednesday,PARK,1,2,0,3,6,0,0,13,25
10/12/2016,Wednesday,RICHMOND,2,0,0,2,1,0,0,10,15
10/12/2016,Wednesday,SOUTHERN,4,4,0,14,21,0,0,34,77
10/12/2016,Wednesday,TARAVAL,0,0,0,8,7,1,0,12,28
10/12/2016,Wednesday,TENDERLOIN,0,1,0,2,10,0,0,7,20
10/12/2017,Thursday,BAYVIEW,0,0,0,4,15,0,0,15,34
10/12/2017,Thursday,CENTRAL,0,0,0,1,13,1,0,23,38
10/12/2017,Thursday,INGLESIDE,0,1,0,3,7,0,0,11,22
10/12/2017,Thursday,MISSION,1,1,0,10,8,1,0,24,45
10/12/2017,Thursday,NORTHERN,1,1,0,5,15,0,0,20,42
10/12/2017,Thursday,PARK,0,0,0,1,1,0,0,9,11
10/12/2017,Thursday,RICHMOND,0,0,0,1,2,0,0,13,16
10/12/2017,Thursday,SOUTHERN,1,1,0,2,18,2,0,54,78
10/12/2017,Thursday,TARAVAL,3,0,0,9,6,0,0,16,34
10/12/2017,Thursday,TENDERLOIN,0,1,0,2,7,0,0,4,14
10/13/2012,Saturday,BAYVIEW,1,0,0,8,9,0,0,8,26
10/13/2012,Saturday,CENTRAL,0,1,1,6,13,0,0,25,46
10/13/2012,Saturday,INGLESIDE,0,3,0,5,11,0,0,15,34
10/13/2012,Saturday,MISSION,3,1,1,7,9,2,0,6,29
10/13/2012,Saturday,NORTHERN,1,1,1,5,9,1,0,31,49
10/13/2012,Saturday,PARK,0,4,0,2,8,0,0,6,20
10/13/2012,Saturday,RICHMOND,1,0,0,0,4,0,0,11,16
10/13/2012,Saturday,SOUTHERN,0,2,0,4,16,2,0,29,53
10/13/2012,Saturday,TARAVAL,0,0,0,4,11,0,0,12,27
10/13/2012,Saturday,TENDERLOIN,0,3,0,5,6,0,0,6,20
10/13/2013,Sunday,BAYVIEW,2,1,0,10,16,0,0,27,56
10/13/2013,Sunday,CENTRAL,0,1,0,6,6,1,0,19,33
10/13/2013,Sunday,INGLESIDE,0,1,0,5,4,0,0,9,19
10/13/2013,Sunday,MISSION,1,4,1,6,10,0,0,16,38
10/13/2013,Sunday,NORTHERN,0,0,0,5,10,0,0,17,32
10/13/2013,Sunday,PARK,3,0,0,1,3,0,0,2,9
10/13/2013,Sunday,RICHMOND,1,1,0,4,6,0,0,12,24
10/13/2013,Sunday,SOUTHERN,3,2,0,9,12,0,0,35,61
10/13/2013,Sunday,TARAVAL,3,2,0,2,5,0,0,8,20
10/13/2013,Sunday,TENDERLOIN,0,1,0,2,4,0,0,9,16
10/13/2014,Monday,BAYVIEW,1,3,0,6,13,0,0,10,33
10/13/2014,Monday,CENTRAL,1,1,0,3,11,0,0,28,44
10/13/2014,Monday,INGLESIDE,1,0,0,5,11,0,0,12,29
10/13/2014,Monday,MISSION,1,2,0,12,13,0,0,20,48
10/13/2014,Monday,NORTHERN,0,3,0,5,7,0,0,23,38
10/13/2014,Monday,PARK,0,2,0,4,9,0,0,8,23
10/13/2014,Monday,RICHMOND,0,0,0,4,2,0,0,6,12
10/13/2014,Monday,SOUTHERN,1,1,0,13,24,0,0,33,72
10/13/2014,Monday,TARAVAL,0,0,0,4,2,0,0,13,19
10/13/2014,Monday,TENDERLOIN,0,5,0,6,6,0,0,12,29
10/13/2015,Tuesday,BAYVIEW,1,1,0,7,12,0,0,11,32
10/13/2015,Tuesday,CENTRAL,1,1,0,6,7,1,0,19,35
10/13/2015,Tuesday,INGLESIDE,0,0,1,2,10,0,0,17,30
10/13/2015,Tuesday,MISSION,2,1,0,9,23,2,0,14,51
10/13/2015,Tuesday,NORTHERN,2,1,0,4,13,0,0,32,52
10/13/2015,Tuesday,PARK,0,1,0,2,6,0,0,6,15
10/13/2015,Tuesday,RICHMOND,0,0,0,2,3,0,0,13,18
10/13/2015,Tuesday,SOUTHERN,2,2,1,7,18,0,0,33,63
10/13/2015,Tuesday,TARAVAL,0,1,0,11,3,0,0,14,29
10/13/2015,Tuesday,TENDERLOIN,1,2,0,5,13,0,1,4,26
10/13/2016,Thursday,BAYVIEW,1,1,0,3,7,0,0,12,24
10/13/2016,Thursday,CENTRAL,1,1,0,2,7,0,0,21,32
10/13/2016,Thursday,INGLESIDE,0,2,0,3,6,0,0,4,15
10/13/2016,Thursday,MISSION,2,1,0,8,13,1,0,14,39
10/13/2016,Thursday,NORTHERN,0,2,0,11,19,0,0,25,57
10/13/2016,Thursday,PARK,2,0,0,2,7,0,0,6,17
10/13/2016,Thursday,RICHMOND,0,1,0,4,7,0,0,14,26
10/13/2016,Thursday,SOUTHERN,1,5,0,11,23,19,0,32,91
10/13/2016,Thursday,TARAVAL,1,0,0,6,8,1,0,12,28
10/13/2016,Thursday,TENDERLOIN,0,1,0,1,5,0,0,11,18
10/13/2017,Friday,BAYVIEW,0,0,0,6,11,0,0,19,36
10/13/2017,Friday,CENTRAL,1,0,0,4,11,15,0,46,77
10/13/2017,Friday,INGLESIDE,0,0,0,8,4,0,0,15,27
10/13/2017,Friday,MISSION,0,1,0,8,13,3,0,29,54
10/13/2017,Friday,NORTHERN,0,2,0,6,11,0,0,30,49
10/13/2017,Friday,PARK,2,0,0,1,5,0,0,8,16
10/13/2017,Friday,RICHMOND,0,0,0,1,6,0,0,8,15
10/13/2017,Friday,SOUTHERN,2,2,0,3,17,0,0,50,74
10/13/2017,Friday,TARAVAL,4,0,0,3,3,0,0,14,24
10/13/2017,Friday,TENDERLOIN,1,0,0,1,8,0,0,7,17
10/14/2012,Sunday,BAYVIEW,0,1,0,8,18,0,0,16,43
10/14/2012,Sunday,CENTRAL,1,0,0,5,5,0,0,15,26
10/14/2012,Sunday,INGLESIDE,2,1,0,6,6,0,0,10,25
10/14/2012,Sunday,MISSION,0,4,0,8,16,4,0,19,51
10/14/2012,Sunday,NORTHERN,0,0,0,6,12,2,0,26,46
10/14/2012,Sunday,PARK,3,0,0,1,9,0,0,9,22
10/14/2012,Sunday,RICHMOND,0,0,0,4,8,0,0,9,21
10/14/2012,Sunday,SOUTHERN,0,3,0,8,28,1,0,30,70
10/14/2012,Sunday,TARAVAL,2,0,1,6,13,1,0,8,31
10/14/2012,Sunday,TENDERLOIN,0,1,0,2,7,1,0,11,22
10/14/2013,Monday,BAYVIEW,2,1,1,5,14,0,0,20,43
10/14/2013,Monday,CENTRAL,0,0,0,1,7,0,0,19,27
10/14/2013,Monday,INGLESIDE,0,0,0,5,7,1,0,16,29
10/14/2013,Monday,MISSION,0,0,0,3,13,2,0,14,32
10/14/2013,Monday,NORTHERN,0,4,0,3,9,0,0,32,48
10/14/2013,Monday,PARK,0,0,0,1,4,0,0,8,13
10/14/2013,Monday,RICHMOND,0,0,0,2,1,0,0,13,16
10/14/2013,Monday,SOUTHERN,0,2,0,9,22,0,0,56,89
10/14/2013,Monday,TARAVAL,0,0,0,5,3,0,1,13,22
10/14/2013,Monday,TENDERLOIN,0,1,0,3,6,0,0,8,18
10/14/2014,Tuesday,BAYVIEW,5,3,0,12,14,0,0,12,46
10/14/2014,Tuesday,CENTRAL,2,0,0,1,7,0,0,32,42
10/14/2014,Tuesday,INGLESIDE,1,1,0,9,7,0,0,12,30
10/14/2014,Tuesday,MISSION,0,1,2,6,8,2,0,16,35
10/14/2014,Tuesday,NORTHERN,0,1,0,6,12,1,0,30,50
10/14/2014,Tuesday,PARK,2,0,1,3,8,0,0,6,20
10/14/2014,Tuesday,RICHMOND,0,0,0,4,2,0,0,7,13
10/14/2014,Tuesday,SOUTHERN,1,0,0,11,26,1,0,38,77
10/14/2014,Tuesday,TARAVAL,0,0,0,13,3,0,0,12,28
10/14/2014,Tuesday,TENDERLOIN,0,1,0,3,6,0,0,11,21
10/14/2015,Wednesday,BAYVIEW,1,0,0,10,10,0,0,8,29
10/14/2015,Wednesday,CENTRAL,2,1,0,6,4,0,0,26,39
10/14/2015,Wednesday,INGLESIDE,2,1,0,5,8,1,0,11,28
10/14/2015,Wednesday,MISSION,3,2,1,9,17,2,0,20,54
10/14/2015,Wednesday,NORTHERN,1,2,0,4,15,0,0,21,43
10/14/2015,Wednesday,PARK,0,0,0,6,5,0,0,6,17
10/14/2015,Wednesday,RICHMOND,0,0,0,3,6,0,0,5,14
10/14/2015,Wednesday,SOUTHERN,1,1,1,10,14,0,0,36,63
10/14/2015,Wednesday,TARAVAL,0,0,0,7,9,0,0,7,23
10/14/2015,Wednesday,TENDERLOIN,0,2,0,2,5,0,0,2,11
10/14/2016,Friday,BAYVIEW,1,1,0,6,10,1,0,13,32
10/14/2016,Friday,CENTRAL,1,0,0,3,9,3,0,28,44
10/14/2016,Friday,INGLESIDE,0,0,0,5,10,1,0,18,34
10/14/2016,Friday,MISSION,0,0,0,6,17,1,0,29,53
10/14/2016,Friday,NORTHERN,3,0,0,8,12,1,0,32,56
10/14/2016,Friday,PARK,1,1,0,6,7,0,0,10,25
10/14/2016,Friday,RICHMOND,1,0,0,1,2,0,0,19,23
10/14/2016,Friday,SOUTHERN,0,1,0,8,12,0,0,36,57
10/14/2016,Friday,TARAVAL,4,0,0,5,4,0,0,8,21
10/14/2016,Friday,TENDERLOIN,1,1,0,2,7,0,0,6,17
10/14/2017,Saturday,BAYVIEW,1,0,0,7,16,0,0,17,41
10/14/2017,Saturday,CENTRAL,0,0,0,1,16,1,0,34,52
10/14/2017,Saturday,INGLESIDE,2,2,0,4,6,0,0,11,25
