Inventory,Median Dom,Median Sale,New Listings,Period End,DoW,Neighborhood,PdDistrict
7,13,301000,10,5/31/12,Thu,Candlestick Point State Recreation Area, BAYVIEW
23,44,290000,28,6/30/12,Sat,Bayview, BAYVIEW
5,23,275000,8,6/30/12,Sat,Candlestick Point State Recreation Area, BAYVIEW
19,25,300000,27,7/31/12,Tue,Bayview, BAYVIEW
6,16,275000,7,7/31/12,Tue,Candlestick Point State Recreation Area, BAYVIEW
18,23,325000,27,8/31/12,Fri,Bayview, BAYVIEW
2,16,283000,5,8/31/12,Fri,Candlestick Point State Recreation Area, BAYVIEW
20,37,333000,30,9/30/12,Sun,Bayview, BAYVIEW
2,43.5,333000,5,9/30/12,Sun,Candlestick Point State Recreation Area, BAYVIEW
16,40,340000,28,10/31/12,Wed,Bayview, BAYVIEW
2,34,555000,5,10/31/12,Wed,Candlestick Point State Recreation Area, BAYVIEW
17,41.5,372000,26,11/30/12,Fri,Bayview, BAYVIEW
3,34,510000,5,11/30/12,Fri,Candlestick Point State Recreation Area, BAYVIEW
15,30,365000,20,12/31/12,Mon,Bayview, BAYVIEW
2,25,573000,3,12/31/12,Mon,Candlestick Point State Recreation Area, BAYVIEW
9,23,408000,18,1/31/13,Thu,Bayview, BAYVIEW
2,35.5,485000,5,1/31/13,Thu,Candlestick Point State Recreation Area, BAYVIEW
6,14,446000,16,2/28/13,Thu,Bayview, BAYVIEW
4,40,413000,6,2/28/13,Thu,Candlestick Point State Recreation Area, BAYVIEW
7,18,465000,12,3/31/13,Sun,Bayview, BAYVIEW
4,16,401000,10,3/31/13,Sun,Candlestick Point State Recreation Area, BAYVIEW
8,22.5,485000,14,4/30/13,Tue,Bayview, BAYVIEW
2,11.5,363000,8,4/30/13,Tue,Candlestick Point State Recreation Area, BAYVIEW
10,30,475000,23,5/31/13,Fri,Bayview, BAYVIEW
2,16,355000,8,5/31/13,Fri,Candlestick Point State Recreation Area, BAYVIEW
11,17,464000,32,6/30/13,Sun,Bayview, BAYVIEW
4,16,350000,7,6/30/13,Sun,Candlestick Point State Recreation Area, BAYVIEW
17,14,485000,37,7/31/13,Wed,Bayview, BAYVIEW
1,15,405000,6,7/31/13,Wed,Candlestick Point State Recreation Area, BAYVIEW
15,14,455000,35,8/31/13,Sat,Bayview, BAYVIEW
5,27,478000,8,8/31/13,Sat,Candlestick Point State Recreation Area, BAYVIEW
13,14.5,460000,30,9/30/13,Mon,Bayview, BAYVIEW
7,27,453000,8,9/30/13,Mon,Candlestick Point State Recreation Area, BAYVIEW
10,14.5,465000,27,10/31/13,Thu,Bayview, BAYVIEW
4,25,772000,10,10/31/13,Thu,Candlestick Point State Recreation Area, BAYVIEW
7,14,525000,22,11/30/13,Sat,Bayview, BAYVIEW
3,25,772000,6,11/30/13,Sat,Candlestick Point State Recreation Area, BAYVIEW
3,13,525000,16,12/31/13,Tue,Bayview, BAYVIEW
3,25,709000,4,12/31/13,Tue,Candlestick Point State Recreation Area, BAYVIEW
9,13.5,529000,15,1/31/14,Fri,Bayview, BAYVIEW
4,32.5,665000,4,1/31/14,Fri,Candlestick Point State Recreation Area, BAYVIEW
12,23,520000,17,2/28/14,Fri,Bayview, BAYVIEW
3,32.5,547000,4,2/28/14,Fri,Candlestick Point State Recreation Area, BAYVIEW
5,23,490000,23,3/31/14,Mon,Bayview, BAYVIEW
3,75.5,567000,5,3/31/14,Mon,Candlestick Point State Recreation Area, BAYVIEW
7,17,490000,20,4/30/14,Wed,Bayview, BAYVIEW
2,48,510000,3,4/30/14,Wed,Candlestick Point State Recreation Area, BAYVIEW
10,15,500000,21,5/31/14,Sat,Bayview, BAYVIEW
3,48,510000,3,5/31/14,Sat,Candlestick Point State Recreation Area, BAYVIEW
6,15,576000,22,6/30/14,Mon,Bayview, BAYVIEW
3,24,520000,3,6/30/14,Mon,Candlestick Point State Recreation Area, BAYVIEW
11,14,585000,25,7/31/14,Thu,Bayview, BAYVIEW
6,10,567000,7,7/31/14,Thu,Candlestick Point State Recreation Area, BAYVIEW
9,15.5,665000,21,8/31/14,Sun,Bayview, BAYVIEW
7,17,550000,11,8/31/14,Sun,Candlestick Point State Recreation Area, BAYVIEW
11,17,645000,21,9/30/14,Tue,Bayview, BAYVIEW
3,21,551000,11,9/30/14,Tue,Candlestick Point State Recreation Area, BAYVIEW
15,18,627000,23,10/31/14,Fri,Bayview, BAYVIEW
4,24,550000,10,10/31/14,Fri,Candlestick Point State Recreation Area, BAYVIEW
10,26,623000,22,11/30/14,Sun,Bayview, BAYVIEW
3,30,557000,7,11/30/14,Sun,Candlestick Point State Recreation Area, BAYVIEW
6,42.5,651000,17,12/31/14,Wed,Bayview, BAYVIEW
3,31,570000,6,12/31/14,Wed,Candlestick Point State Recreation Area, BAYVIEW
8,54,688000,15,1/31/15,Sat,Bayview, BAYVIEW
1,31,570000,4,1/31/15,Sat,Candlestick Point State Recreation Area, BAYVIEW
6,39,695000,17,2/28/15,Sat,Bayview, BAYVIEW
3,62,580000,6,2/28/15,Sat,Candlestick Point State Recreation Area, BAYVIEW
12,21.5,700000,29,3/31/15,Tue,Bayview, BAYVIEW
,20,710000,6,3/31/15,Tue,Candlestick Point State Recreation Area, BAYVIEW
12,14.5,700000,30,4/30/15,Thu,Bayview, BAYVIEW
