Inventory,Median Dom,Median Sale,New Listings,Period End,DoW,Neighborhood,PdDistrict
4,13,1500000,6,8/31/14,Sun,Anza Vista,PARK
1,14,1913000,19,8/31/14,Sun,Ashbury Heights / Parnassus,PARK
5,13.5,599000,9,8/31/14,Sun,Bret Harte,BAYVIEW
2,16,1800000,19,8/31/14,Sun,Buena Vista,PARK
8,17,652000,19,8/31/14,Sun,Cathedral Hill,NORTHERN
1,14,719000,6,8/31/14,Sun,Cayuga,INGLESIDE
1,13,1150000,6,8/31/14,Sun,Clarendon Heights,PARK
4,14,1600000,8,8/31/14,Sun,Corona Heights,PARK
6,15,1500000,25,8/31/14,Sun,Dolores Heights,MISSION
7,17,1513000,27,8/31/14,Sun,Eureka Valley,MISSION
4,14,1200000,11,8/31/14,Sun,Fairmount,CENTRAL
1,13,1843000,7,8/31/14,Sun,Forest Hill,TARAVAL
7,17,1356000,17,8/31/14,Sun,Golden Gate Heights,TARAVAL
,11.5,1330000,7,8/31/14,Sun,Haight Ashbury,PARK
2,33,1050000,11,8/31/14,Sun,Holly Park,INGLESIDE
9,15,1325000,39,8/31/14,Sun,Inner Richmond,RICHMOND
7,13,1240000,13,8/31/14,Sun,Inner Sunset,TARAVAL
2,14,1790000,8,8/31/14,Sun,Lake Street,NORTHERN
1,13,845000,9,8/31/14,Sun,Laurel Heights-Jordan Park,RICHMOND
3,13,1355000,15,8/31/14,Sun,Lone Mountain,RICHMOND
13,18,815000,31,8/31/14,Sun,Mission Bay,SOUTHERN
21,14,1007000,62,8/31/14,Sun,Mission District,MISSION
7,15,1200000,24,8/31/14,Sun,Mission Dolores,MISSION
22,15,1553000,80,8/31/14,Sun,Noe Valley,MISSION
48,15.5,1050000,163,8/31/14,Sun,Northeast San Francisco,CENTRAL
145,14,1258000,495,8/31/14,Sun,Northwest San Francisco,RICHMOND
6,19,690000,12,8/31/14,Sun,Outer Mission,INGLESIDE
19,15,1140000,62,8/31/14,Sun,Outer Richmond,RICHMOND
30,15,890000,73,8/31/14,Sun,Outer Sunset,TARAVAL
1,12,1125000,10,8/31/14,Sun,Panhandle,PARK
16,16,981000,52,8/31/14,Sun,Parkside,TARAVAL
3,12,1120000,10,8/31/14,Sun,Peralta Heights,BAYVIEW
7,18,1990000,14,8/31/14,Sun,Presidio Heights,NORTHERN
23,28,897000,47,8/31/14,Sun,Rincon Hill,SOUTHERN
5,9,1250000,8,8/31/14,Sun,Seacliff,RICHMOND
48,19.5,1075000,125,8/31/14,Sun,South Beach,SOUTHERN
20,15.5,795000,67,8/31/14,Sun,South of Market,SOUTHERN
239,15,855000,683,8/31/14,Sun,Southeast San Francisco,BAYVIEW
216,15,1084000,656,8/31/14,Sun,Southwest San Francisco,TARAVAL
5,14,1020000,18,8/31/14,Sun,Sunnyside,INGLESIDE
5,13,715000,11,8/31/14,Sun,Tenderloin,TENDERLOIN
2,16.5,1645000,5,8/31/14,Sun,Union Street,CENTRAL
6,21.5,790000,15,8/31/14,Sun,University Mound,BAYVIEW
3,14,1275000,10,8/31/14,Sun,Upper Market,PARK
8,22,656000,18,8/31/14,Sun,Visitacion Valley,INGLESIDE
3,12,1500000,5,9/30/14,Tue,Anza Vista,PARK
7,14,1913000,21,9/30/14,Tue,Ashbury Heights / Parnassus,PARK
7,24,569000,9,9/30/14,Tue,Bret Harte,BAYVIEW
5,15,1800000,26,9/30/14,Tue,Buena Vista,PARK
5,19,600000,24,9/30/14,Tue,Cathedral Hill,NORTHERN
3,14,775000,6,9/30/14,Tue,Cayuga,INGLESIDE
4,11,690000,10,9/30/14,Tue,Clarendon Heights,PARK
,15,1585000,4,9/30/14,Tue,Corona Heights,PARK
13,17,1475000,31,9/30/14,Tue,Dolores Heights,MISSION
17,16,1550000,26,9/30/14,Tue,Eureka Valley,MISSION
11,20,1195000,20,9/30/14,Tue,Fairmount,CENTRAL
4,20.5,1905000,7,9/30/14,Tue,Forest Hill,TARAVAL
12,18,1300000,22,9/30/14,Tue,Golden Gate Heights,TARAVAL
4,13,1250000,7,9/30/14,Tue,Haight Ashbury,PARK
2,29,1097000,9,9/30/14,Tue,Holly Park,INGLESIDE
24,15,1313000,53,9/30/14,Tue,Inner Richmond,RICHMOND
14,13,1261000,27,9/30/14,Tue,Inner Sunset,TARAVAL
4,14,1727000,8,9/30/14,Tue,Lake Street,NORTHERN
1,13,1161000,9,9/30/14,Tue,Laurel Heights-Jordan Park,RICHMOND
3,12.5,1300000,19,9/30/14,Tue,Lone Mountain,RICHMOND
12,17,921000,35,9/30/14,Tue,Mission Bay,SOUTHERN
33,15,978000,74,9/30/14,Tue,Mission District,MISSION
6,13.5,1200000,23,9/30/14,Tue,Mission Dolores,MISSION
33,16,1485000,93,9/30/14,Tue,Noe Valley,MISSION
62,15,990000,169,9/30/14,Tue,Northeast San Francisco,CENTRAL
218,15,1213000,577,9/30/14,Tue,Northwest San Francisco,RICHMOND
8,18.5,643000,15,9/30/14,Tue,Outer Mission,INGLESIDE
19,15,1055000,59,9/30/14,Tue,Outer Richmond,RICHMOND
27,14,895000,75,9/30/14,Tue,Outer Sunset,TARAVAL
5,12,870000,14,9/30/14,Tue,Panhandle,PARK
15,16,982000,50,9/30/14,Tue,Parkside,TARAVAL
6,12,1150000,14,9/30/14,Tue,Peralta Heights,BAYVIEW
10,20,1800000,19,9/30/14,Tue,Presidio Heights,NORTHERN
31,30,916000,49,9/30/14,Tue,Rincon Hill,SOUTHERN
6,11,1075000,7,9/30/14,Tue,Seacliff,RICHMOND
60,21.5,1100000,132,9/30/14,Tue,South Beach,SOUTHERN
23,16,798000,66,9/30/14,Tue,South of Market,SOUTHERN
291,16,875000,720,9/30/14,Tue,Southeast San Francisco,BAYVIEW
292,15,1050000,734,9/30/14,Tue,Southwest San Francisco,TARAVAL
10,13,990000,23,9/30/14,Tue,Sunnyside,INGLESIDE
7,12.5,735000,9,9/30/14,Tue,Tenderloin,TENDERLOIN
8,15,2275000,11,9/30/14,Tue,Union Street,CENTRAL
5,19,770000,15,9/30/14,Tue,University Mound,BAYVIEW
3,37,849000,11,9/30/14,Tue,Upper Market,PARK
9,22,690000,17,9/30/14,Tue,Visitacion Valley,INGLESIDE
1,12,1005000,6,10/31/14,Fri,Anza Vista,PARK
6,14,1553000,21,10/31/14,Fri,Ashbury Heights / Parnassus,PARK
6,58,525000,7,10/31/14,Fri,Bret Harte,BAYVIEW
9,13,1600000,34,10/31/14,Fri,Buena Vista,PARK
10,20.5,590000,29,10/31/14,Fri,Cathedral Hill,NORTHERN
4,14,775000,8,10/31/14,Fri,Cayuga,INGLESIDE
4,14.5,1993000,10,10/31/14,Fri,Clarendon Heights,PARK
7,19,1158000,11,10/31/14,Fri,Corona Heights,PARK
9,15,1705000,36,10/31/14,Fri,Dolores Heights,MISSION
15,17,1845000,24,10/31/14,Fri,Eureka Valley,MISSION
4,15,1405000,19,10/31/14,Fri,Fairmount,CENTRAL
2,20.5,1905000,10,10/31/14,Fri,Forest Hill,TARAVAL
8,17,1261000,31,10/31/14,Fri,Golden Gate Heights,TARAVAL
1,13,1162000,9,10/31/14,Fri,Haight Ashbury,PARK
3,14,1097000,14,10/31/14,Fri,Holly Park,INGLESIDE
16,15,1350000,51,10/31/14,Fri,Inner Richmond,RICHMOND
12,14.5,1453000,31,10/31/14,Fri,Inner Sunset,TARAVAL
5,15,1975000,10,10/31/14,Fri,Lake Street,NORTHERN
1,12.5,1608000,10,10/31/14,Fri,Laurel Heights-Jordan Park,RICHMOND
2,12.5,1300000,16,10/31/14,Fri,Lone Mountain,RICHMOND
11,15.5,915000,31,10/31/14,Fri,Mission Bay,SOUTHERN
38,14.5,915000,95,10/31/14,Fri,Mission District,MISSION
6,13,1200000,21,10/31/14,Fri,Mission Dolores,MISSION
29,14,1521000,85,10/31/14,Fri,Noe Valley,MISSION
90,15,900000,176,10/31/14,Fri,Northeast San Francisco,CENTRAL
233,15,1300000,618,10/31/14,Fri,Northwest San Francisco,RICHMOND
7,18,700000,12,10/31/14,Fri,Outer Mission,INGLESIDE
20,18,1150000,57,10/31/14,Fri,Outer Richmond,RICHMOND
31,16,880000,79,10/31/14,Fri,Outer Sunset,TARAVAL
4,12,1147000,20,10/31/14,Fri,Panhandle,PARK
12,16,978000,39,10/31/14,Fri,Parkside,TARAVAL
2,13,1150000,12,10/31/14,Fri,Peralta Heights,BAYVIEW
6,33,2430000,15,10/31/14,Fri,Presidio Heights,NORTHERN
26,23.5,894000,42,10/31/14,Fri,Rincon Hill,SOUTHERN
5,13,1338000,7,10/31/14,Fri,Seacliff,RICHMOND
59,18,1034000,112,10/31/14,Fri,South Beach,SOUTHERN
26,18,812000,66,10/31/14,Fri,South of Market,SOUTHERN
291,16,888000,689,10/31/14,Fri,Southeast San Francisco,BAYVIEW
273,16,1045000,774,10/31/14,Fri,Southwest San Francisco,TARAVAL
9,13,940000,25,10/31/14,Fri,Sunnyside,INGLESIDE
5,16,799000,10,10/31/14,Fri,Tenderloin,TENDERLOIN
7,11,2338000,14,10/31/14,Fri,Union Street,CENTRAL
4,21,761000,13,10/31/14,Fri,University Mound,BAYVIEW
6,34,1378000,14,10/31/14,Fri,Upper Market,PARK
10,25.5,695000,18,10/31/14,Fri,Visitacion Valley,INGLESIDE
1,21.5,973000,2,11/30/14,Sun,Anza Vista,PARK
3,14,1450000,21,11/30/14,Sun,Ashbury Heights / Parnassus,PARK
6,58,563000,6,11/30/14,Sun,Bret Harte,BAYVIEW
4,13,1525000,35,11/30/14,Sun,Buena Vista,PARK
3,20.5,700000,25,11/30/14,Sun,Cathedral Hill,NORTHERN
3,15,783000,10,11/30/14,Sun,Cayuga,INGLESIDE
3,11,1300000,10,11/30/14,Sun,Clarendon Heights,PARK
1,18,1158000,8,11/30/14,Sun,Corona Heights,PARK
9,13,1763000,35,11/30/14,Sun,Dolores Heights,MISSION
9,17.5,1651000,25,11/30/14,Sun,Eureka Valley,MISSION
2,16,1393000,21,11/30/14,Sun,Fairmount,CENTRAL
1,13,2028000,8,11/30/14,Sun,Forest Hill,TARAVAL
5,14,1250000,23,11/30/14,Sun,Golden Gate Heights,TARAVAL
,12.5,1148000,10,11/30/14,Sun,Haight Ashbury,PARK
3,13,1263000,13,11/30/14,Sun,Holly Park,INGLESIDE
7,16,1351000,43,11/30/14,Sun,Inner Richmond,RICHMOND
7,15,1395000,30,11/30/14,Sun,Inner Sunset,TARAVAL
,17.5,2050000,8,11/30/14,Sun,Lake Street,NORTHERN
1,12,1850000,9,11/30/14,Sun,Laurel Heights-Jordan Park,RICHMOND
,14,1238000,15,11/30/14,Sun,Lone Mountain,RICHMOND
6,19,983000,26,11/30/14,Sun,Mission Bay,SOUTHERN
33,16,930000,95,11/30/14,Sun,Mission District,MISSION
5,15,1050000,20,11/30/14,Sun,Mission Dolores,MISSION
18,14,1657000,83,11/30/14,Sun,Noe Valley,MISSION
60,15,913000,170,11/30/14,Sun,Northeast San Francisco,CENTRAL
121,15,1300000,561,11/30/14,Sun,Northwest San Francisco,RICHMOND
5,15,755000,11,11/30/14,Sun,Outer Mission,INGLESIDE
12,15,1280000,34,11/30/14,Sun,Outer Richmond,RICHMOND
19,16,910000,70,11/30/14,Sun,Outer Sunset,TARAVAL
2,15,1243000,26,11/30/14,Sun,Panhandle,PARK
9,15,945000,34,11/30/14,Sun,Parkside,TARAVAL
1,22.5,1230000,10,11/30/14,Sun,Peralta Heights,BAYVIEW
2,33,2430000,12,11/30/14,Sun,Presidio Heights,NORTHERN
11,24,1000000,37,11/30/14,Sun,Rincon Hill,SOUTHERN
4,13,1875000,9,11/30/14,Sun,Seacliff,RICHMOND
41,21,977000,104,11/30/14,Sun,South Beach,SOUTHERN
23,18,881000,64,11/30/14,Sun,South of Market,SOUTHERN
215,17,903000,629,11/30/14,Sun,Southeast San Francisco,BAYVIEW
188,15,1056000,715,11/30/14,Sun,Southwest San Francisco,TARAVAL
5,14,901000,23,11/30/14,Sun,Sunnyside,INGLESIDE
3,15,862000,6,11/30/14,Sun,Tenderloin,TENDERLOIN
6,14.5,1960000,13,11/30/14,Sun,Union Street,CENTRAL
1,25,770000,5,11/30/14,Sun,University Mound,BAYVIEW
4,34,1470000,17,11/30/14,Sun,Upper Market,PARK
14,19,710000,15,11/30/14,Sun,Visitacion Valley,INGLESIDE
1,40.5,1328000,1,12/31/14,Wed,Anza Vista,PARK
,14,1575000,12,12/31/14,Wed,Ashbury Heights / Parnassus,PARK
3,46,525000,4,12/31/14,Wed,Bret Harte,BAYVIEW
1,13.5,1375000,19,12/31/14,Wed,Buena Vista,PARK
2,19,730000,17,12/31/14,Wed,Cathedral Hill,NORTHERN
1,11.5,805000,11,12/31/14,Wed,Cayuga,INGLESIDE
2,12.5,1104000,7,12/31/14,Wed,Clarendon Heights,PARK
1,25.5,1425000,9,12/31/14,Wed,Corona Heights,PARK
2,14,1715000,19,12/31/14,Wed,Dolores Heights,MISSION
1,19,1560000,13,12/31/14,Wed,Eureka Valley,MISSION
2,17,1296000,9,12/31/14,Wed,Fairmount,CENTRAL
1,13,1933000,6,12/31/14,Wed,Forest Hill,TARAVAL
3,14.5,1200000,14,12/31/14,Wed,Golden Gate Heights,TARAVAL
,12,1175000,5,12/31/14,Wed,Haight Ashbury,PARK
4,13,1263000,11,12/31/14,Wed,Holly Park,INGLESIDE
7,17.5,1415000,21,12/31/14,Wed,Inner Richmond,RICHMOND
5,15,1410000,13,12/31/14,Wed,Inner Sunset,TARAVAL
,18,1900000,5,12/31/14,Wed,Lake Street,NORTHERN
,12,1850000,3,12/31/14,Wed,Laurel Heights-Jordan Park,RICHMOND
1,14.5,1208000,9,12/31/14,Wed,Lone Mountain,RICHMOND
2,29,825000,16,12/31/14,Wed,Mission Bay,SOUTHERN
17,17,1050000,70,12/31/14,Wed,Mission District,MISSION
1,19,1050000,16,12/31/14,Wed,Mission Dolores,MISSION
6,14,1675000,44,12/31/14,Wed,Noe Valley,MISSION
33,16.5,1005000,130,12/31/14,Wed,Northeast San Francisco,CENTRAL
60,17,1350000,333,12/31/14,Wed,Northwest San Francisco,RICHMOND
2,18.5,815000,6,12/31/14,Wed,Outer Mission,INGLESIDE
7,20,1310000,24,12/31/14,Wed,Outer Richmond,RICHMOND
7,17,890000,46,12/31/14,Wed,Outer Sunset,TARAVAL
1,14,1264000,20,12/31/14,Wed,Panhandle,PARK
3,18,895000,22,12/31/14,Wed,Parkside,TARAVAL
,26,1160000,5,12/31/14,Wed,Peralta Heights,BAYVIEW
,33,2430000,2,12/31/14,Wed,Presidio Heights,NORTHERN
7,36,1075000,23,12/31/14,Wed,Rincon Hill,SOUTHERN
1,13.5,2040000,5,12/31/14,Wed,Seacliff,RICHMOND
24,21,1038000,65,12/31/14,Wed,South Beach,SOUTHERN
8,18.5,930000,37,12/31/14,Wed,South of Market,SOUTHERN
137,18,915000,395,12/31/14,Wed,Southeast San Francisco,BAYVIEW
83,16,1056000,467,12/31/14,Wed,Southwest San Francisco,TARAVAL
2,16,813000,13,12/31/14,Wed,Sunnyside,INGLESIDE
2,14,800000,3,12/31/14,Wed,Tenderloin,TENDERLOIN
5,34,1938000,11,12/31/14,Wed,Union Street,CENTRAL
,23,820000,3,12/31/14,Wed,University Mound,BAYVIEW
3,14,1460000,13,12/31/14,Wed,Upper Market,PARK
12,19,660000,11,12/31/14,Wed,Visitacion Valley,INGLESIDE
2,31,1650000,1,1/31/15,Sat,Anza Vista,PARK
3,13,1550000,9,1/31/15,Sat,Ashbury Heights / Parnassus,PARK
5,46,600000,5,1/31/15,Sat,Bret Harte,BAYVIEW
9,14,1238000,15,1/31/15,Sat,Buena Vista,PARK
1,19,750000,10,1/31/15,Sat,Cathedral Hill,NORTHERN
1,15.5,816000,7,1/31/15,Sat,Cayuga,INGLESIDE
1,14.5,1079000,3,1/31/15,Sat,Clarendon Heights,PARK
1,32,1550000,1,1/31/15,Sat,Corona Heights,PARK
,16.5,1610000,13,1/31/15,Sat,Dolores Heights,MISSION
4,17,1606000,11,1/31/15,Sat,Eureka Valley,MISSION
3,18,1342000,12,1/31/15,Sat,Fairmount,CENTRAL
2,13,1800000,4,1/31/15,Sat,Forest Hill,TARAVAL
6,15,1125000,11,1/31/15,Sat,Golden Gate Heights,TARAVAL
,12,1325000,2,1/31/15,Sat,Haight Ashbury,PARK
2,13,1400000,9,1/31/15,Sat,Holly Park,INGLESIDE
7,27,1400000,17,1/31/15,Sat,Inner Richmond,RICHMOND
7,18,1258000,8,1/31/15,Sat,Inner Sunset,TARAVAL
,22.5,1850000,1,1/31/15,Sat,Lake Street,NORTHERN
1,15,1663000,1,1/31/15,Sat,Laurel Heights-Jordan Park,RICHMOND
1,15.5,1368000,5,1/31/15,Sat,Lone Mountain,RICHMOND
5,40,761000,15,1/31/15,Sat,Mission Bay,SOUTHERN
30,20,1120000,71,1/31/15,Sat,Mission District,MISSION
5,17,1050000,10,1/31/15,Sat,Mission Dolores,MISSION
15,19.5,1658000,39,1/31/15,Sat,Noe Valley,MISSION
46,19,1125000,98,1/31/15,Sat,Northeast San Francisco,CENTRAL
85,18,1341000,230,1/31/15,Sat,Northwest San Francisco,RICHMOND
2,28,742000,3,1/31/15,Sat,Outer Mission,INGLESIDE
9,22,1146000,18,1/31/15,Sat,Outer Richmond,RICHMOND
12,17,901000,29,1/31/15,Sat,Outer Sunset,TARAVAL
,14,1294000,10,1/31/15,Sat,Panhandle,PARK
4,19,925000,15,1/31/15,Sat,Parkside,TARAVAL
2,26,1328000,7,1/31/15,Sat,Peralta Heights,BAYVIEW
3,38.5,2085000,5,1/31/15,Sat,Presidio Heights,NORTHERN
9,53,1190000,21,1/31/15,Sat,Rincon Hill,SOUTHERN
1,14,2030000,3,1/31/15,Sat,Seacliff,RICHMOND
35,38,1068000,61,1/31/15,Sat,South Beach,SOUTHERN
11,20,970000,26,1/31/15,Sat,South of Market,SOUTHERN
190,22,919000,364,1/31/15,Sat,Southeast San Francisco,BAYVIEW
135,17,1005000,361,1/31/15,Sat,Southwest San Francisco,TARAVAL
1,20,810000,8,1/31/15,Sat,Sunnyside,INGLESIDE
2,13,773000,2,1/31/15,Sat,Tenderloin,TENDERLOIN
5,33,1938000,13,1/31/15,Sat,Union Street,CENTRAL
2,19,850000,4,1/31/15,Sat,University Mound,BAYVIEW
3,20.5,1350000,10,1/31/15,Sat,Upper Market,PARK
10,63,659000,10,1/31/15,Sat,Visitacion Valley,INGLESIDE
1,58,1650000,3,2/28/15,Sat,Anza Vista,PARK
7,13,1550000,12,2/28/15,Sat,Ashbury Heights / Parnassus,PARK
7,55,650000,7,2/28/15,Sat,Bret Harte,BAYVIEW
9,17,1143000,18,2/28/15,Sat,Buena Vista,PARK
3,17,641000,12,2/28/15,Sat,Cathedral Hill,NORTHERN
1,14.5,835000,7,2/28/15,Sat,Cayuga,INGLESIDE
1,34,1250000,4,2/28/15,Sat,Clarendon Heights,PARK
2,34.5,1785000,3,2/28/15,Sat,Corona Heights,PARK
2,15,1565000,14,2/28/15,Sat,Dolores Heights,MISSION
11,16,1450000,20,2/28/15,Sat,Eureka Valley,MISSION
3,21,1900000,11,2/28/15,Sat,Fairmount,CENTRAL
2,27,1600000,5,2/28/15,Sat,Forest Hill,TARAVAL
9,15,1215000,19,2/28/15,Sat,Golden Gate Heights,TARAVAL
3,14,1645000,4,2/28/15,Sat,Haight Ashbury,PARK
3,12.5,1450000,9,2/28/15,Sat,Holly Park,INGLESIDE
12,27,1600000,22,2/28/15,Sat,Inner Richmond,RICHMOND
8,19,1213000,16,2/28/15,Sat,Inner Sunset,TARAVAL
1,22,1150000,2,2/28/15,Sat,Lake Street,NORTHERN
1,42,1663000,3,2/28/15,Sat,Laurel Heights-Jordan Park,RICHMOND
1,13,1470000,5,2/28/15,Sat,Lone Mountain,RICHMOND
7,22,761000,22,2/28/15,Sat,Mission Bay,SOUTHERN
31,17,1083000,99,2/28/15,Sat,Mission District,MISSION
3,17,980000,10,2/28/15,Sat,Mission Dolores,MISSION
27,16,1525000,53,2/28/15,Sat,Noe Valley,MISSION
61,17,1250000,128,2/28/15,Sat,Northeast San Francisco,CENTRAL
117,18,1325000,292,2/28/15,Sat,Northwest San Francisco,RICHMOND
1,46,721000,2,2/28/15,Sat,Outer Mission,INGLESIDE
9,23,1148000,25,2/28/15,Sat,Outer Richmond,RICHMOND
17,19,900000,42,2/28/15,Sat,Outer Sunset,TARAVAL
,14,1475000,5,2/28/15,Sat,Panhandle,PARK
8,21,930000,15,2/28/15,Sat,Parkside,TARAVAL
3,13,1175000,9,2/28/15,Sat,Peralta Heights,BAYVIEW
3,56,2304000,8,2/28/15,Sat,Presidio Heights,NORTHERN
11,21,1204000,25,2/28/15,Sat,Rincon Hill,SOUTHERN
,27.5,2715000,4,2/28/15,Sat,Seacliff,RICHMOND
39,15,1211000,73,2/28/15,Sat,South Beach,SOUTHERN
10,20,994000,31,2/28/15,Sat,South of Market,SOUTHERN
202,19,960000,458,2/28/15,Sat,Southeast San Francisco,BAYVIEW
179,17,1000000,430,2/28/15,Sat,Southwest San Francisco,TARAVAL
5,17,945000,11,2/28/15,Sat,Sunnyside,INGLESIDE
2,9,613000,4,2/28/15,Sat,Tenderloin,TENDERLOIN
4,30,1880000,17,2/28/15,Sat,Union Street,CENTRAL
3,19,775000,8,2/28/15,Sat,University Mound,BAYVIEW
6,14,790000,9,2/28/15,Sat,Upper Market,PARK
10,63,661000,8,2/28/15,Sat,Visitacion Valley,INGLESIDE
1,7,750000,5,3/31/15,Tue,Anza Vista,PARK
4,12,1975000,21,3/31/15,Tue,Ashbury Heights / Parnassus,PARK
4,61.5,675000,8,3/31/15,Tue,Bret Harte,BAYVIEW
2,15,1420000,25,3/31/15,Tue,Buena Vista,PARK
4,13,800000,15,3/31/15,Tue,Cathedral Hill,NORTHERN
1,14,825000,7,3/31/15,Tue,Cayuga,INGLESIDE
5,41,1720000,8,3/31/15,Tue,Clarendon Heights,PARK
2,55,1698000,5,3/31/15,Tue,Corona Heights,PARK
1,14,1565000,18,3/31/15,Tue,Dolores Heights,MISSION
13,12,1520000,37,3/31/15,Tue,Eureka Valley,MISSION
1,13,1850000,15,3/31/15,Tue,Fairmount,CENTRAL
1,41,1925000,3,3/31/15,Tue,Forest Hill,TARAVAL
5,14.5,1330000,23,3/31/15,Tue,Golden Gate Heights,TARAVAL
1,14,1010000,3,3/31/15,Tue,Haight Ashbury,PARK
2,17,1400000,11,3/31/15,Tue,Holly Park,INGLESIDE
16,17,1740000,31,3/31/15,Tue,Inner Richmond,RICHMOND
7,19,1180000,20,3/31/15,Tue,Inner Sunset,TARAVAL
,22,1050000,2,3/31/15,Tue,Lake Street,NORTHERN
2,13,2650000,7,3/31/15,Tue,Laurel Heights-Jordan Park,RICHMOND
3,15,1450000,11,3/31/15,Tue,Lone Mountain,RICHMOND
6,12,995000,26,3/31/15,Tue,Mission Bay,SOUTHERN
34,18,1099000,120,3/31/15,Tue,Mission District,MISSION
3,13.5,1113000,16,3/31/15,Tue,Mission Dolores,MISSION
15,13,1513000,76,3/31/15,Tue,Noe Valley,MISSION
51,16,1213000,145,3/31/15,Tue,Northeast San Francisco,CENTRAL
113,14,1410000,405,3/31/15,Tue,Northwest San Francisco,RICHMOND
3,61.5,696000,7,3/31/15,Tue,Outer Mission,INGLESIDE
11,18,1204000,34,3/31/15,Tue,Outer Richmond,RICHMOND
22,14,978000,62,3/31/15,Tue,Outer Sunset,TARAVAL
3,14,1315000,7,3/31/15,Tue,Panhandle,PARK
8,21,1015000,21,3/31/15,Tue,Parkside,TARAVAL
2,13,1250000,10,3/31/15,Tue,Peralta Heights,BAYVIEW
1,12,4906000,12,3/31/15,Tue,Presidio Heights,NORTHERN
12,14,1205000,34,3/31/15,Tue,Rincon Hill,SOUTHERN
2,16,2619000,9,3/31/15,Tue,Seacliff,RICHMOND
39,14,1268000,101,3/31/15,Tue,South Beach,SOUTHERN
20,17,994000,60,3/31/15,Tue,South of Market,SOUTHERN
208,15,990000,618,3/31/15,Tue,Southeast San Francisco,BAYVIEW
177,15,1060000,592,3/31/15,Tue,Southwest San Francisco,TARAVAL
6,15,1000000,22,3/31/15,Tue,Sunnyside,INGLESIDE
2,7,480000,5,3/31/15,Tue,Tenderloin,TENDERLOIN
2,14,1724000,13,3/31/15,Tue,Union Street,CENTRAL
4,16,750000,11,3/31/15,Tue,University Mound,BAYVIEW
6,23.5,1078000,16,3/31/15,Tue,Upper Market,PARK
10,64.5,678000,12,3/31/15,Tue,Visitacion Valley,INGLESIDE
2,7,750000,8,4/30/15,Thu,Anza Vista,PARK
7,14,1821000,26,4/30/15,Thu,Ashbury Heights / Parnassus,PARK
6,20,710000,9,4/30/15,Thu,Bret Harte,BAYVIEW
7,14,1500000,33,4/30/15,Thu,Buena Vista,PARK
5,13,800000,15,4/30/15,Thu,Cathedral Hill,NORTHERN
1,14,783000,7,4/30/15,Thu,Cayuga,INGLESIDE
3,13,1720000,8,4/30/15,Thu,Clarendon Heights,PARK
3,15,1325000,15,4/30/15,Thu,Corona Heights,PARK
2,13,1565000,18,4/30/15,Thu,Dolores Heights,MISSION
19,13,1520000,49,4/30/15,Thu,Eureka Valley,MISSION
,13,1800000,12,4/30/15,Thu,Fairmount,CENTRAL
2,27,2238000,5,4/30/15,Thu,Forest Hill,TARAVAL
7,14,1364000,24,4/30/15,Thu,Golden Gate Heights,TARAVAL
6,36,950000,10,4/30/15,Thu,Haight Ashbury,PARK
1,13,1380000,7,4/30/15,Thu,Holly Park,INGLESIDE
17,14,1750000,41,4/30/15,Thu,Inner Richmond,RICHMOND
11,16,1238000,23,4/30/15,Thu,Inner Sunset,TARAVAL
2,14,1150000,5,4/30/15,Thu,Lake Street,NORTHERN
4,13,2650000,9,4/30/15,Thu,Laurel Heights-Jordan Park,RICHMOND
4,14,1282000,17,4/30/15,Thu,Lone Mountain,RICHMOND
2,12.5,1300000,33,4/30/15,Thu,Mission Bay,SOUTHERN
34,16,1011000,111,4/30/15,Thu,Mission District,MISSION
6,13,1055000,20,4/30/15,Thu,Mission Dolores,MISSION
24,13,1650000,90,4/30/15,Thu,Noe Valley,MISSION
53,15,1213000,150,4/30/15,Thu,Northeast San Francisco,CENTRAL
155,14,1410000,498,4/30/15,Thu,Northwest San Francisco,RICHMOND
2,14,840000,8,4/30/15,Thu,Outer Mission,INGLESIDE
15,16.5,1303000,41,4/30/15,Thu,Outer Richmond,RICHMOND
20,14,1035000,77,4/30/15,Thu,Outer Sunset,TARAVAL
5,14,1250000,10,4/30/15,Thu,Panhandle,PARK
12,15,1100000,26,4/30/15,Thu,Parkside,TARAVAL
2,13.5,1325000,8,4/30/15,Thu,Peralta Heights,BAYVIEW
6,12,4906000,18,4/30/15,Thu,Presidio Heights,NORTHERN
11,14,1245000,38,4/30/15,Thu,Rincon Hill,SOUTHERN
3,16,3398000,12,4/30/15,Thu,Seacliff,RICHMOND
41,13,1300000,105,4/30/15,Thu,South Beach,SOUTHERN
18,14,1005000,74,4/30/15,Thu,South of Market,SOUTHERN
214,15,1050000,640,4/30/15,Thu,Southeast San Francisco,BAYVIEW
208,14,1150000,703,4/30/15,Thu,Southwest San Francisco,TARAVAL
4,15,1015000,27,4/30/15,Thu,Sunnyside,INGLESIDE
3,12.5,678000,7,4/30/15,Thu,Tenderloin,TENDERLOIN
1,15,1648000,12,4/30/15,Thu,Union Street,CENTRAL
2,20,750000,8,4/30/15,Thu,University Mound,BAYVIEW
1,15.5,1300000,17,4/30/15,Thu,Upper Market,PARK
7,32,661000,10,4/30/15,Thu,Visitacion Valley,INGLESIDE
1,7,710000,6,5/31/15,Sun,Anza Vista,PARK
5,14,1714000,27,5/31/15,Sun,Ashbury Heights / Parnassus,PARK
